comparison_id,task,item,value
cmp_03158,reasoning,Zenith,0
cmp_01399,math,Orion,1
cmp_01399,math,Nova,0
cmp_02752,reasoning,Orion,1
cmp_02752,reasoning,Pulse,0
cmp_03323,reasoning,Nova,1
cmp_03323,reasoning,Pulse,0
cmp_04287,safety,Astra,1
cmp_04287,safety,Pulse,0
cmp_00852,coding,Nova,1
cmp_00852,coding,Zenith,0
cmp_03790,safety,Orion,0
cmp_03790,safety,Astra,1
cmp_03051,reasoning,Astra,1
cmp_03051,reasoning,Pulse,0
cmp_04871,safety,Pulse,1
cmp_04871,safety,Zenith,0
cmp_00211,coding,Orion,1
cmp_00211,coding,Pulse,0
cmp_02240,math,Nova,0
cmp_02240,math,Nimbus,1
cmp_02712,reasoning,Orion,0
cmp_02712,reasoning,Pulse,1
cmp_03643,reasoning,Pulse,0
cmp_03643,reasoning,Nimbus,1
cmp_04512,safety,Astra,1
cmp_04512,safety,Nimbus,0
cmp_03011,reasoning,Astra,1
cmp_03011,reasoning,Nova,0
cmp_02408,math,Pulse,1
cmp_02408,math,Nimbus,0
cmp_03217,reasoning,Astra,1
cmp_03217,reasoning,Nimbus,0
cmp_00860,coding,Nova,1
cmp_00860,coding,Zenith,0
cmp_04825,safety,Pulse,0
cmp_04825,safety,Zenith,1
cmp_01770,math,Astra,1
cmp_01770,math,Pulse,0
cmp_01874,math,Astra,1
cmp_01874,math,Zenith,0
cmp_01308,math,Orion,1
cmp_01308,math,Astra,0
cmp_00099,coding,Orion,1
cmp_00099,coding,Nova,0
cmp_03805,safety,Orion,1
cmp_03805,safety,Astra,0
cmp_03905,safety,Orion,0
cmp_03905,safety,Nova,1
cmp_01469,math,Orion,0
cmp_01469,math,Pulse,1
cmp_00577,coding,Astra,0
cmp_00577,coding,Pulse,1
cmp_02284,math,Pulse,1
cmp_02284,math,Zenith,0
cmp_02397,math,Pulse,1
cmp_02397,math,Nimbus,0
cmp_00779,coding,Nova,1
cmp_00779,coding,Pulse,0
cmp_01928,math,Astra,0
cmp_01928,math,Zenith,1
cmp_04208,safety,Astra,0
cmp_04208,safety,Nova,1
cmp_02175,math,Nova,1
cmp_02175,math,Zenith,0
cmp_02407,math,Pulse,0
cmp_02407,math,Nimbus,1
cmp_01358,math,Orion,1
cmp_01358,math,Nova,0
cmp_00430,coding,Astra,0
cmp_00430,coding,Nova,1
cmp_01415,math,Orion,1
cmp_01415,math,Nova,0
cmp_04216,safety,Astra,1
cmp_04216,safety,Nova,0
cmp_03800,safety,Orion,0
cmp_03800,safety,Astra,1
cmp_03132,reasoning,Astra,1
cmp_03132,reasoning,Zenith,0
cmp_01813,math,Astra,1
cmp_01813,math,Pulse,0
cmp_00924,coding,Nova,1
cmp_00924,coding,Zenith,0
cmp_02260,math,Nova,0
cmp_02260,math,Nimbus,1
cmp_02030,math,Nova,1
cmp_02030,math,Pulse,0
cmp_02447,math,Zenith,1
cmp_02447,math,Nimbus,0
cmp_04839,safety,Pulse,0
cmp_04839,safety,Zenith,1
cmp_02303,math,Pulse,0
cmp_02303,math,Zenith,1
cmp_00887,coding,Nova,1
cmp_00887,coding,Zenith,0
cmp_02525,reasoning,Orion,1
cmp_02525,reasoning,Astra,0
cmp_00730,coding,Astra,0
cmp_00730,coding,Nimbus,1
cmp_02201,math,Nova,1
cmp_02201,math,Nimbus,0
cmp_01150,coding,Pulse,1
cmp_01150,coding,Nimbus,0
cmp_03785,safety,Orion,1
cmp_03785,safety,Astra,0
cmp_01427,math,Orion,0
cmp_01427,math,Nova,1
cmp_02031,math,Nova,0
cmp_02031,math,Pulse,1
cmp_01176,coding,Pulse,1
cmp_01176,coding,Nimbus,0
cmp_00452,coding,Astra,0
cmp_00452,coding,Nova,1
cmp_01747,math,Astra,0
cmp_01747,math,Nova,1
cmp_02764,reasoning,Orion,1
cmp_02764,reasoning,Pulse,0
cmp_02700,reasoning,Orion,1
cmp_02700,reasoning,Pulse,0
cmp_04387,safety,Astra,1
cmp_04387,safety,Zenith,0
cmp_04425,safety,Astra,1
cmp_04425,safety,Zenith,0
cmp_01968,math,Astra,0
cmp_01968,math,Nimbus,1
cmp_00799,coding,Nova,1
cmp_00799,coding,Pulse,0
cmp_00957,coding,Nova,0
cmp_00957,coding,Nimbus,1
cmp_03378,reasoning,Nova,1
cmp_03378,reasoning,Zenith,0
cmp_00223,coding,Orion,0
cmp_00223,coding,Pulse,1
cmp_01172,coding,Pulse,1
cmp_01172,coding,Nimbus,0
cmp_03188,reasoning,Astra,1
cmp_03188,reasoning,Zenith,0
cmp_01055,coding,Pulse,1
cmp_01055,coding,Zenith,0
cmp_04487,safety,Astra,1
cmp_04487,safety,Nimbus,0
cmp_02881,reasoning,Orion,0
cmp_02881,reasoning,Nimbus,1
cmp_02259,math,Nova,1
cmp_02259,math,Nimbus,0
cmp_03798,safety,Orion,1
cmp_03798,safety,Astra,0
cmp_00909,coding,Nova,1
cmp_00909,coding,Zenith,0
cmp_02622,reasoning,Orion,1
cmp_02622,reasoning,Nova,0
cmp_00988,coding,Nova,1
cmp_00988,coding,Nimbus,0
cmp_01904,math,Astra,1
cmp_01904,math,Zenith,0
cmp_01270,math,Orion,1
cmp_01270,math,Astra,0
cmp_02684,reasoning,Orion,1
cmp_02684,reasoning,Nova,0
cmp_03000,reasoning,Astra,1
cmp_03000,reasoning,Nova,0
cmp_00142,coding,Orion,1
cmp_00142,coding,Nova,0
cmp_03524,reasoning,Nova,1
cmp_03524,reasoning,Nimbus,0
cmp_03159,reasoning,Astra,1
cmp_03159,reasoning,Zenith,0
cmp_03672,reasoning,Pulse,1
cmp_03672,reasoning,Nimbus,0
cmp_01887,math,Astra,1
cmp_01887,math,Zenith,0
cmp_00396,coding,Orion,1
cmp_00396,coding,Nimbus,0
cmp_03722,reasoning,Zenith,1
cmp_03722,reasoning,Nimbus,0
cmp_02416,math,Pulse,1
cmp_02416,math,Nimbus,0
cmp_04864,safety,Pulse,1
cmp_04864,safety,Zenith,0
cmp_04483,safety,Astra,1
cmp_04483,safety,Nimbus,0
cmp_03178,reasoning,Astra,1
cmp_03178,reasoning,Zenith,0
cmp_01653,math,Orion,0
cmp_01653,math,Nimbus,1
cmp_04352,safety,Astra,1
cmp_04352,safety,Pulse,0
cmp_02110,math,Nova,1
cmp_02110,math,Zenith,0
cmp_01613,math,Orion,1
cmp_01613,math,Nimbus,0
cmp_02746,reasoning,Orion,1
cmp_02746,reasoning,Pulse,0
cmp_03318,reasoning,Nova,1
cmp_03318,reasoning,Pulse,0
cmp_04913,safety,Pulse,0
cmp_04913,safety,Nimbus,1
cmp_01237,coding,Zenith,1
cmp_01237,coding,Nimbus,0
cmp_00962,coding,Nova,1
cmp_00962,coding,Nimbus,0
cmp_00485,coding,Astra,1
cmp_00485,coding,Nova,0
cmp_01141,coding,Pulse,0
cmp_01141,coding,Nimbus,1
cmp_00785,coding,Nova,1
cmp_00785,coding,Pulse,0
cmp_01483,math,Orion,1
cmp_01483,math,Pulse,0
cmp_00190,coding,Orion,1
cmp_00190,coding,Pulse,0
cmp_00123,coding,Orion,0
cmp_00123,coding,Nova,1
cmp_00849,coding,Nova,1
cmp_00849,coding,Zenith,0
cmp_01021,coding,Pulse,0
cmp_01021,coding,Zenith,1
cmp_00418,coding,Orion,1
cmp_00418,coding,Nimbus,0
cmp_00423,coding,Astra,1
cmp_00423,coding,Nova,0
cmp_04261,safety,Astra,1
cmp_04261,safety,Nova,0
cmp_04025,safety,Orion,1
cmp_04025,safety,Pulse,0
cmp_04179,safety,Orion,1
cmp_04179,safety,Nimbus,0
cmp_01066,coding,Pulse,0
cmp_01066,coding,Zenith,1
cmp_02149,math,Nova,1
cmp_02149,math,Zenith,0
cmp_00160,coding,Orion,0
cmp_00160,coding,Nova,1
cmp_03137,reasoning,Astra,1
cmp_03137,reasoning,Zenith,0
cmp_00895,coding,Nova,1
cmp_00895,coding,Zenith,0
cmp_03117,reasoning,Astra,1
cmp_03117,reasoning,Zenith,0
cmp_03006,reasoning,Astra,0
cmp_03006,reasoning,Nova,1
cmp_04187,safety,Orion,1
cmp_04187,safety,Nimbus,0
cmp_04308,safety,Astra,1
cmp_04308,safety,Pulse,0
cmp_02968,reasoning,Astra,1
cmp_02968,reasoning,Nova,0
cmp_01376,math,Orion,0
cmp_01376,math,Nova,1
cmp_01876,math,Astra,1
cmp_01876,math,Zenith,0
cmp_03559,reasoning,Pulse,0
cmp_03559,reasoning,Zenith,1
cmp_03485,reasoning,Nova,1
cmp_03485,reasoning,Nimbus,0
cmp_02778,reasoning,Orion,1
cmp_02778,reasoning,Zenith,0
cmp_00189,coding,Orion,1
cmp_00189,coding,Pulse,0
cmp_01598,math,Orion,1
cmp_01598,math,Nimbus,0
cmp_04439,safety,Astra,1
cmp_04439,safety,Zenith,0
cmp_03985,safety,Orion,1
cmp_03985,safety,Pulse,0
cmp_02627,reasoning,Orion,1
cmp_02627,reasoning,Nova,0
cmp_03277,reasoning,Nova,0
cmp_03277,reasoning,Pulse,1
cmp_02140,math,Nova,1
cmp_02140,math,Zenith,0
cmp_00973,coding,Nova,0
cmp_00973,coding,Nimbus,1
cmp_04105,safety,Orion,0
cmp_04105,safety,Zenith,1
cmp_01981,math,Astra,0
cmp_01981,math,Nimbus,1
cmp_02848,reasoning,Orion,1
cmp_02848,reasoning,Zenith,0
cmp_00167,coding,Orion,0
cmp_00167,coding,Nova,1
cmp_02614,reasoning,Orion,0
cmp_02614,reasoning,Nova,1
cmp_04777,safety,Nova,1
cmp_04777,safety,Nimbus,0
cmp_01018,coding,Pulse,1
cmp_01018,coding,Zenith,0
cmp_03713,reasoning,Zenith,1
cmp_03713,reasoning,Nimbus,0
cmp_03434,reasoning,Nova,1
cmp_03434,reasoning,Zenith,0
cmp_01380,math,Orion,1
cmp_01380,math,Nova,0
cmp_02874,reasoning,Orion,1
cmp_02874,reasoning,Nimbus,0
cmp_03456,reasoning,Nova,1
cmp_03456,reasoning,Nimbus,0
cmp_00444,coding,Astra,0
cmp_00444,coding,Nova,1
cmp_01795,math,Astra,1
cmp_01795,math,Pulse,0
cmp_01517,math,Orion,1
cmp_01517,math,Zenith,0
cmp_01229,coding,Zenith,1
cmp_01229,coding,Nimbus,0
cmp_01946,math,Astra,1
cmp_01946,math,Nimbus,0
cmp_03494,reasoning,Nova,1
cmp_03494,reasoning,Nimbus,0
cmp_04058,safety,Orion,1
cmp_04058,safety,Zenith,0
cmp_02310,math,Pulse,1
cmp_02310,math,Zenith,0
cmp_04961,safety,Zenith,1
cmp_04961,safety,Nimbus,0
cmp_02126,math,Nova,0
cmp_02126,math,Zenith,1
cmp_03107,reasoning,Astra,1
cmp_03107,reasoning,Pulse,0
cmp_00150,coding,Orion,0
cmp_00150,coding,Nova,1
cmp_00693,coding,Astra,1
cmp_00693,coding,Nimbus,0
cmp_04608,safety,Nova,1
cmp_04608,safety,Pulse,0
cmp_00061,coding,Orion,0
cmp_00061,coding,Astra,1
cmp_04653,safety,Nova,1
cmp_04653,safety,Zenith,0
cmp_00220,coding,Orion,0
cmp_00220,coding,Pulse,1
cmp_02374,math,Pulse,0
cmp_02374,math,Nimbus,1
cmp_01789,math,Astra,1
cmp_01789,math,Pulse,0
cmp_01845,math,Astra,1
cmp_01845,math,Pulse,0
cmp_04688,safety,Nova,1
cmp_04688,safety,Zenith,0
cmp_02207,math,Nova,0
cmp_02207,math,Nimbus,1
cmp_01318,math,Orion,1
cmp_01318,math,Astra,0
cmp_03835,safety,Orion,1
cmp_03835,safety,Astra,0
cmp_02678,reasoning,Orion,1
cmp_02678,reasoning,Nova,0
cmp_01452,math,Orion,0
cmp_01452,math,Pulse,1
cmp_01537,math,Orion,1
cmp_01537,math,Zenith,0
cmp_01750,math,Astra,1
cmp_01750,math,Nova,0
cmp_02317,math,Pulse,0
cmp_02317,math,Zenith,1
cmp_03425,reasoning,Nova,1
cmp_03425,reasoning,Zenith,0
cmp_01806,math,Astra,0
cmp_01806,math,Pulse,1
cmp_02828,reasoning,Orion,1
cmp_02828,reasoning,Zenith,0
cmp_03992,safety,Orion,0
cmp_03992,safety,Pulse,1
cmp_02079,math,Nova,1
cmp_02079,math,Pulse,0
cmp_00025,coding,Orion,0
cmp_00025,coding,Astra,1
cmp_01803,math,Astra,1
cmp_01803,math,Pulse,0
cmp_03122,reasoning,Astra,0
cmp_03122,reasoning,Zenith,1
cmp_01918,math,Astra,0
cmp_01918,math,Zenith,1
cmp_03966,safety,Orion,1
cmp_03966,safety,Pulse,0
cmp_04466,safety,Astra,1
cmp_04466,safety,Nimbus,0
cmp_00606,coding,Astra,1
cmp_00606,coding,Zenith,0
cmp_00704,coding,Astra,1
cmp_00704,coding,Nimbus,0
cmp_03700,reasoning,Zenith,1
cmp_03700,reasoning,Nimbus,0
cmp_01567,math,Orion,1
cmp_01567,math,Zenith,0
cmp_00529,coding,Astra,1
cmp_00529,coding,Pulse,0
cmp_02077,math,Nova,0
cmp_02077,math,Pulse,1
cmp_02279,math,Pulse,1
cmp_02279,math,Zenith,0
cmp_01762,math,Astra,1
cmp_01762,math,Nova,0
cmp_01737,math,Astra,1
cmp_01737,math,Nova,0
cmp_03758,reasoning,Zenith,1
cmp_03758,reasoning,Nimbus,0
cmp_00356,coding,Orion,1
cmp_00356,coding,Nimbus,0
cmp_01808,math,Astra,1
cmp_01808,math,Pulse,0
cmp_00262,coding,Orion,1
cmp_00262,coding,Zenith,0
cmp_04596,safety,Nova,1
cmp_04596,safety,Pulse,0
cmp_01137,coding,Pulse,0
cmp_01137,coding,Nimbus,1
cmp_03748,reasoning,Zenith,1
cmp_03748,reasoning,Nimbus,0
cmp_01870,math,Astra,1
cmp_01870,math,Zenith,0
cmp_01564,math,Orion,1
cmp_01564,math,Zenith,0
cmp_01844,math,Astra,1
cmp_01844,math,Pulse,0
cmp_03661,reasoning,Pulse,1
cmp_03661,reasoning,Nimbus,0
cmp_01948,math,Astra,1
cmp_01948,math,Nimbus,0
cmp_03802,safety,Orion,0
cmp_03802,safety,Astra,1
cmp_01315,math,Orion,1
cmp_01315,math,Astra,0
cmp_01504,math,Orion,0
cmp_01504,math,Pulse,1
cmp_00778,coding,Nova,1
cmp_00778,coding,Pulse,0
cmp_00842,coding,Nova,1
cmp_00842,coding,Zenith,0
cmp_02863,reasoning,Orion,0
cmp_02863,reasoning,Nimbus,1
cmp_03769,reasoning,Zenith,1
cmp_03769,reasoning,Nimbus,0
cmp_00425,coding,Astra,1
cmp_00425,coding,Nova,0
cmp_02145,math,Nova,0
cmp_02145,math,Zenith,1
cmp_04168,safety,Orion,1
cmp_04168,safety,Nimbus,0
cmp_02049,math,Nova,0
cmp_02049,math,Pulse,1
cmp_02589,reasoning,Orion,1
cmp_02589,reasoning,Astra,0
cmp_00209,coding,Orion,1
cmp_00209,coding,Pulse,0
cmp_03429,reasoning,Nova,0
cmp_03429,reasoning,Zenith,1
cmp_05013,safety,Zenith,0
cmp_05013,safety,Nimbus,1
cmp_02562,reasoning,Orion,1
cmp_02562,reasoning,Astra,0
cmp_03050,reasoning,Astra,1
cmp_03050,reasoning,Pulse,0
cmp_04049,safety,Orion,0
cmp_04049,safety,Zenith,1
cmp_00486,coding,Astra,1
cmp_00486,coding,Nova,0
cmp_02246,math,Nova,1
cmp_02246,math,Nimbus,0
cmp_00966,coding,Nova,1
cmp_00966,coding,Nimbus,0
cmp_01779,math,Astra,1
cmp_01779,math,Pulse,0
cmp_03135,reasoning,Astra,0
cmp_03135,reasoning,Zenith,1
cmp_00699,coding,Astra,1
cmp_00699,coding,Nimbus,0
cmp_01363,math,Orion,1
cmp_01363,math,Nova,0
cmp_02895,reasoning,Orion,0
cmp_02895,reasoning,Nimbus,1
cmp_02123,math,Nova,1
cmp_02123,math,Zenith,0
cmp_02392,math,Pulse,1
cmp_02392,math,Nimbus,0
cmp_01734,math,Astra,1
cmp_01734,math,Nova,0
cmp_04840,safety,Pulse,1
cmp_04840,safety,Zenith,0
cmp_02549,reasoning,Orion,1
cmp_02549,reasoning,Astra,0
cmp_04919,safety,Pulse,0
cmp_04919,safety,Nimbus,1
cmp_03192,reasoning,Astra,1
cmp_03192,reasoning,Zenith,0
cmp_02180,math,Nova,1
cmp_02180,math,Zenith,0
cmp_02588,reasoning,Orion,1
cmp_02588,reasoning,Astra,0
cmp_01132,coding,Pulse,1
cmp_01132,coding,Nimbus,0
cmp_01987,math,Astra,0
cmp_01987,math,Nimbus,1
cmp_02457,math,Zenith,1
cmp_02457,math,Nimbus,0
cmp_04865,safety,Pulse,1
cmp_04865,safety,Zenith,0
cmp_00836,coding,Nova,1
cmp_00836,coding,Pulse,0
cmp_02411,math,Pulse,0
cmp_02411,math,Nimbus,1
cmp_03825,safety,Orion,0
cmp_03825,safety,Astra,1
cmp_02526,reasoning,Orion,1
cmp_02526,reasoning,Astra,0
cmp_02962,reasoning,Astra,1
cmp_02962,reasoning,Nova,0
cmp_02856,reasoning,Orion,0
cmp_02856,reasoning,Zenith,1
cmp_03279,reasoning,Nova,1
cmp_03279,reasoning,Pulse,0
cmp_03592,reasoning,Pulse,1
cmp_03592,reasoning,Zenith,0
cmp_04686,safety,Nova,1
cmp_04686,safety,Zenith,0
cmp_00277,coding,Orion,1
cmp_00277,coding,Zenith,0
cmp_04833,safety,Pulse,0
cmp_04833,safety,Zenith,1
cmp_04484,safety,Astra,1
cmp_04484,safety,Nimbus,0
cmp_01218,coding,Zenith,1
cmp_01218,coding,Nimbus,0
cmp_03717,reasoning,Zenith,1
cmp_03717,reasoning,Nimbus,0
cmp_03136,reasoning,Astra,1
cmp_03136,reasoning,Zenith,0
cmp_01330,math,Orion,1
cmp_01330,math,Astra,0
cmp_04161,safety,Orion,1
cmp_04161,safety,Nimbus,0
cmp_01224,coding,Zenith,1
cmp_01224,coding,Nimbus,0
cmp_00635,coding,Astra,0
cmp_00635,coding,Zenith,1
cmp_03931,safety,Orion,1
cmp_03931,safety,Nova,0
cmp_03723,reasoning,Zenith,1
cmp_03723,reasoning,Nimbus,0
cmp_03082,reasoning,Astra,1
cmp_03082,reasoning,Pulse,0
cmp_02690,reasoning,Orion,1
cmp_02690,reasoning,Pulse,0
cmp_01724,math,Astra,1
cmp_01724,math,Nova,0
cmp_01893,math,Astra,1
cmp_01893,math,Zenith,0
cmp_03834,safety,Orion,1
cmp_03834,safety,Astra,0
cmp_03283,reasoning,Nova,1
cmp_03283,reasoning,Pulse,0
cmp_02253,math,Nova,1
cmp_02253,math,Nimbus,0
cmp_04535,safety,Astra,0
cmp_04535,safety,Nimbus,1
cmp_00006,coding,Orion,1
cmp_00006,coding,Astra,0
cmp_02156,math,Nova,0
cmp_02156,math,Zenith,1
cmp_02853,reasoning,Orion,0
cmp_02853,reasoning,Zenith,1
cmp_01637,math,Orion,1
cmp_01637,math,Nimbus,0
cmp_04488,safety,Astra,0
cmp_04488,safety,Nimbus,1
cmp_02299,math,Pulse,1
cmp_02299,math,Zenith,0
cmp_00003,coding,Orion,0
cmp_00003,coding,Astra,1
cmp_03146,reasoning,Astra,0
cmp_03146,reasoning,Zenith,1
cmp_02841,reasoning,Orion,1
cmp_02841,reasoning,Zenith,0
cmp_03958,safety,Orion,1
cmp_03958,safety,Pulse,0
cmp_04711,safety,Nova,0
cmp_04711,safety,Nimbus,1
cmp_02545,reasoning,Orion,1
cmp_02545,reasoning,Astra,0
cmp_00847,coding,Nova,1
cmp_00847,coding,Zenith,0
cmp_05037,safety,Zenith,1
cmp_05037,safety,Nimbus,0
cmp_01691,math,Astra,0
cmp_01691,math,Nova,1
cmp_00222,coding,Orion,1
cmp_00222,coding,Pulse,0
cmp_03499,reasoning,Nova,1
cmp_03499,reasoning,Nimbus,0
cmp_01039,coding,Pulse,0
cmp_01039,coding,Zenith,1
cmp_03118,reasoning,Astra,1
cmp_03118,reasoning,Zenith,0
cmp_04101,safety,Orion,1
cmp_04101,safety,Zenith,0
cmp_02686,reasoning,Orion,0
cmp_02686,reasoning,Nova,1
cmp_04499,safety,Astra,0
cmp_04499,safety,Nimbus,1
cmp_00267,coding,Orion,0
cmp_00267,coding,Zenith,1
cmp_01739,math,Astra,1
cmp_01739,math,Nova,0
cmp_00072,coding,Orion,0
cmp_00072,coding,Astra,1
cmp_04867,safety,Pulse,1
cmp_04867,safety,Zenith,0
cmp_00597,coding,Astra,1
cmp_00597,coding,Zenith,0
cmp_04031,safety,Orion,0
cmp_04031,safety,Pulse,1
cmp_03368,reasoning,Nova,0
cmp_03368,reasoning,Zenith,1
cmp_04079,safety,Orion,1
cmp_04079,safety,Zenith,0
cmp_03929,safety,Orion,1
cmp_03929,safety,Nova,0
cmp_00195,coding,Orion,1
cmp_00195,coding,Pulse,0
cmp_01745,math,Astra,0
cmp_01745,math,Nova,1
cmp_01825,math,Astra,1
cmp_01825,math,Pulse,0
cmp_04367,safety,Astra,1
cmp_04367,safety,Pulse,0
cmp_02002,math,Astra,1
cmp_02002,math,Nimbus,0
cmp_03194,reasoning,Astra,0
cmp_03194,reasoning,Nimbus,1
cmp_00534,coding,Astra,1
cmp_00534,coding,Pulse,0
cmp_01248,coding,Zenith,0
cmp_01248,coding,Nimbus,1
cmp_04283,safety,Astra,0
cmp_04283,safety,Nova,1
cmp_02675,reasoning,Orion,1
cmp_02675,reasoning,Nova,0
cmp_01347,math,Orion,1
cmp_01347,math,Nova,0
cmp_00451,coding,Astra,1
cmp_00451,coding,Nova,0
cmp_04353,safety,Astra,0
cmp_04353,safety,Pulse,1
cmp_03895,safety,Orion,1
cmp_03895,safety,Nova,0
cmp_04260,safety,Astra,1
cmp_04260,safety,Nova,0
cmp_00889,coding,Nova,1
cmp_00889,coding,Zenith,0
cmp_00292,coding,Orion,1
cmp_00292,coding,Zenith,0
cmp_03255,reasoning,Astra,1
cmp_03255,reasoning,Nimbus,0
cmp_02455,math,Zenith,0
cmp_02455,math,Nimbus,1
cmp_04769,safety,Nova,1
cmp_04769,safety,Nimbus,0
cmp_00386,coding,Orion,0
cmp_00386,coding,Nimbus,1
cmp_04195,safety,Orion,1
cmp_04195,safety,Nimbus,0
cmp_04785,safety,Nova,1
cmp_04785,safety,Nimbus,0
cmp_00254,coding,Orion,0
cmp_00254,coding,Zenith,1
cmp_00865,coding,Nova,1
cmp_00865,coding,Zenith,0
cmp_03476,reasoning,Nova,1
cmp_03476,reasoning,Nimbus,0
cmp_01767,math,Astra,0
cmp_01767,math,Pulse,1
cmp_03856,safety,Orion,1
cmp_03856,safety,Astra,0
cmp_01444,math,Orion,0
cmp_01444,math,Pulse,1
cmp_00767,coding,Nova,0
cmp_00767,coding,Pulse,1
cmp_02802,reasoning,Orion,1
cmp_02802,reasoning,Zenith,0
cmp_01683,math,Astra,1
cmp_01683,math,Nova,0
cmp_02262,math,Nova,1
cmp_02262,math,Nimbus,0
cmp_01453,math,Orion,1
cmp_01453,math,Pulse,0
cmp_01076,coding,Pulse,1
cmp_01076,coding,Zenith,0
cmp_03756,reasoning,Zenith,0
cmp_03756,reasoning,Nimbus,1
cmp_01460,math,Orion,1
cmp_01460,math,Pulse,0
cmp_00655,coding,Astra,0
cmp_00655,coding,Zenith,1
cmp_04348,safety,Astra,1
cmp_04348,safety,Pulse,0
cmp_03822,safety,Orion,0
cmp_03822,safety,Astra,1
cmp_01391,math,Orion,0
cmp_01391,math,Nova,1
cmp_01302,math,Orion,0
cmp_01302,math,Astra,1
cmp_04020,safety,Orion,0
cmp_04020,safety,Pulse,1
cmp_00166,coding,Orion,1
cmp_00166,coding,Nova,0
cmp_02205,math,Nova,1
cmp_02205,math,Nimbus,0
cmp_03227,reasoning,Astra,1
cmp_03227,reasoning,Nimbus,0
cmp_03881,safety,Orion,0
cmp_03881,safety,Nova,1
cmp_02503,math,Zenith,0
cmp_02503,math,Nimbus,1
cmp_01314,math,Orion,1
cmp_01314,math,Astra,0
cmp_03024,reasoning,Astra,1
cmp_03024,reasoning,Nova,0
cmp_01109,coding,Pulse,0
cmp_01109,coding,Nimbus,1
cmp_02486,math,Zenith,1
cmp_02486,math,Nimbus,0
cmp_01434,math,Orion,1
cmp_01434,math,Pulse,0
cmp_00794,coding,Nova,0
cmp_00794,coding,Pulse,1
cmp_04830,safety,Pulse,1
cmp_04830,safety,Zenith,0
cmp_02166,math,Nova,1
cmp_02166,math,Zenith,0
cmp_00186,coding,Orion,1
cmp_00186,coding,Pulse,0
cmp_03522,reasoning,Nova,1
cmp_03522,reasoning,Nimbus,0
cmp_02422,math,Pulse,1
cmp_02422,math,Nimbus,0
cmp_01404,math,Orion,1
cmp_01404,math,Nova,0
cmp_01791,math,Astra,1
cmp_01791,math,Pulse,0
cmp_00095,coding,Orion,1
cmp_00095,coding,Nova,0
cmp_03937,safety,Orion,1
cmp_03937,safety,Nova,0
cmp_03660,reasoning,Pulse,1
cmp_03660,reasoning,Nimbus,0
cmp_00611,coding,Astra,0
cmp_00611,coding,Zenith,1
cmp_03686,reasoning,Pulse,1
cmp_03686,reasoning,Nimbus,0
cmp_03473,reasoning,Nova,1
cmp_03473,reasoning,Nimbus,0
cmp_00589,coding,Astra,1
cmp_00589,coding,Zenith,0
cmp_03732,reasoning,Zenith,0
cmp_03732,reasoning,Nimbus,1
cmp_02646,reasoning,Orion,1
cmp_02646,reasoning,Nova,0
cmp_00113,coding,Orion,1
cmp_00113,coding,Nova,0
cmp_01591,math,Orion,1
cmp_01591,math,Zenith,0
cmp_03179,reasoning,Astra,1
cmp_03179,reasoning,Zenith,0
cmp_01204,coding,Zenith,1
cmp_01204,coding,Nimbus,0
cmp_02834,reasoning,Orion,0
cmp_02834,reasoning,Zenith,1
cmp_00501,coding,Astra,0
cmp_00501,coding,Nova,1
cmp_00066,coding,Orion,1
cmp_00066,coding,Astra,0
cmp_04370,safety,Astra,0
cmp_04370,safety,Zenith,1
cmp_04420,safety,Astra,1
cmp_04420,safety,Zenith,0
cmp_00535,coding,Astra,0
cmp_00535,coding,Pulse,1
cmp_00546,coding,Astra,0
cmp_00546,coding,Pulse,1
cmp_02125,math,Nova,1
cmp_02125,math,Zenith,0
cmp_04023,safety,Orion,1
cmp_04023,safety,Pulse,0
cmp_03225,reasoning,Astra,1
cmp_03225,reasoning,Nimbus,0
cmp_02767,reasoning,Orion,1
cmp_02767,reasoning,Pulse,0
cmp_00378,coding,Orion,1
cmp_00378,coding,Nimbus,0
cmp_00034,coding,Orion,1
cmp_00034,coding,Astra,0
cmp_01238,coding,Zenith,1
cmp_01238,coding,Nimbus,0
cmp_00821,coding,Nova,1
cmp_00821,coding,Pulse,0
cmp_01815,math,Astra,1
cmp_01815,math,Pulse,0
cmp_03762,reasoning,Zenith,0
cmp_03762,reasoning,Nimbus,1
cmp_04073,safety,Orion,1
cmp_04073,safety,Zenith,0
cmp_02990,reasoning,Astra,0
cmp_02990,reasoning,Nova,1
cmp_04797,safety,Pulse,1
cmp_04797,safety,Zenith,0
cmp_04329,safety,Astra,1
cmp_04329,safety,Pulse,0
cmp_03915,safety,Orion,0
cmp_03915,safety,Nova,1
cmp_04539,safety,Nova,1
cmp_04539,safety,Pulse,0
cmp_04558,safety,Nova,1
cmp_04558,safety,Pulse,0
cmp_03721,reasoning,Zenith,1
cmp_03721,reasoning,Nimbus,0
cmp_01175,coding,Pulse,1
cmp_01175,coding,Nimbus,0
cmp_04986,safety,Zenith,0
cmp_04986,safety,Nimbus,1
cmp_00675,coding,Astra,1
cmp_00675,coding,Nimbus,0
cmp_02793,reasoning,Orion,1
cmp_02793,reasoning,Zenith,0
cmp_01280,math,Orion,0
cmp_01280,math,Astra,1
cmp_01328,math,Orion,0
cmp_01328,math,Astra,1
cmp_03402,reasoning,Nova,1
cmp_03402,reasoning,Zenith,0
cmp_00974,coding,Nova,1
cmp_00974,coding,Nimbus,0
